"sku","website_id","name","cost","price","msrp","special_price","special_from_date","special_to_date","tier_price:ALL GROUPS","tier_price:NOT LOGGED IN","tier_price:General","tier_price:Wholesale","tier_price:Retailer"
"MH05-S-White",0,"Hollister Backyard Sweatshirt-S-White",,52,,,,,,,,,
"MH05-XL-Green",0,"Hollister Backyard Sweatshirt-XL-Green",,52,,,,,,,,,
"MH05-XL-Red",0,"Hollister Backyard Sweatshirt-XL-Red",,52,,,,,,,,,
"MH05-XL-White",0,"Hollister Backyard Sweatshirt-XL-White",,52,,,,,,,,,
"MH05-XS-Green",0,"Hollister Backyard Sweatshirt-XS-Green",,52,,,,,,,,,
"MH05-XS-Red",0,"Hollister Backyard Sweatshirt-XS-Red",,52,,,,,,,,,
"MH05-XS-White",0,"Hollister Backyard Sweatshirt-XS-White",,52,,,,,,,,,
"MH06-L-Black",0,"Stark Fundamental Hoodie-L-Black",,42,,,,,,,,,
"MH06-L-Blue",0,"Stark Fundamental Hoodie-L-Blue",,42,,,,,,,,,
"MH06-L-Purple",0,"Stark Fundamental Hoodie-L-Purple",,42,,,,,,,,,
"MH06-M-Black",0,"Stark Fundamental Hoodie-M-Black",,42,,,,,,,,,
"MH06-M-Blue",0,"Stark Fundamental Hoodie-M-Blue",,42,,,,,,,,,
"MH06-M-Purple",0,"Stark Fundamental Hoodie-M-Purple",,42,,,,,,,,,
"MH06-S-Black",0,"Stark Fundamental Hoodie-S-Black",,42,,,,,,,,,
"MH06-S-Blue",0,"Stark Fundamental Hoodie-S-Blue",,42,,,,,,,,,
"MH06-S-Purple",0,"Stark Fundamental Hoodie-S-Purple",,42,,,,,,,,,
"MH06-XL-Black",0,"Stark Fundamental Hoodie-XL-Black",,42,,,,,,,,,
"MH06-XL-Blue",0,"Stark Fundamental Hoodie-XL-Blue",,42,,,,,,,,,
"MH06-XL-Purple",0,"Stark Fundamental Hoodie-XL-Purple",,42,,,,,,,,,
"MH06-XS-Black",0,"Stark Fundamental Hoodie-XS-Black",,42,,,,,,,,,
"MH06-XS-Blue",0,"Stark Fundamental Hoodie-XS-Blue",,42,,,,,,,,,
"MH06-XS-Purple",0,"Stark Fundamental Hoodie-XS-Purple",,42,,,,,,,,,
"MH07-L-Black",0,"Hero Hoodie-L-Black",,54,,,,,,,,,
"MH07-L-Gray",0,"Hero Hoodie-L-Gray",,54,,,,,,,,,
"MH07-L-Green",0,"Hero Hoodie-L-Green",,54,,,,,,,,,
"MH07-M-Black",0,"Hero Hoodie-M-Black",,54,,,,,,,,,
"MH07-M-Gray",0,"Hero Hoodie-M-Gray",,54,,,,,,,,,
"MH07-M-Green",0,"Hero Hoodie-M-Green",,54,,,,,,,,,
"MH07-S-Black",0,"Hero Hoodie-S-Black",,54,,,,,,,,,
"MH07-S-Gray",0,"Hero Hoodie-S-Gray",,54,,,,,,,,,
"MH07-S-Green",0,"Hero Hoodie-S-Green",,54,,,,,,,,,
"MH07-XL-Black",0,"Hero Hoodie-XL-Black",,54,,,,,,,,,
"MH07-XL-Gray",0,"Hero Hoodie-XL-Gray",,54,,,,,,,,,
"MH07-XL-Green",0,"Hero Hoodie-XL-Green",,54,,,,,,,,,
"MH07-XS-Black",0,"Hero Hoodie-XS-Black",,54,,,,,,,,,
"MH07-XS-Gray",0,"Hero Hoodie-XS-Gray",,54,,,,,,,,,
"MH07-XS-Green",0,"Hero Hoodie-XS-Green",,54,,,,,,,,,
"MH08-L-Brown",0,"Oslo Trek Hoodie-L-Brown",,42,,,,,,,,,
"MH08-L-Purple",0,"Oslo Trek Hoodie-L-Purple",,42,,,,,,,,,
"MH08-L-Red",0,"Oslo Trek Hoodie-L-Red",,42,,,,,,,,,
"MH08-M-Brown",0,"Oslo Trek Hoodie-M-Brown",,42,,,,,,,,,
"MH08-M-Purple",0,"Oslo Trek Hoodie-M-Purple",,42,,,,,,,,,
"MH08-M-Red",0,"Oslo Trek Hoodie-M-Red",,42,,,,,,,,,
"MH08-S-Brown",0,"Oslo Trek Hoodie-S-Brown",,42,,,,,,,,,
"MH08-S-Purple",0,"Oslo Trek Hoodie-S-Purple",,42,,,,,,,,,
"MH08-S-Red",0,"Oslo Trek Hoodie-S-Red",,42,,,,,,,,,
"MH08-XL-Brown",0,"Oslo Trek Hoodie-XL-Brown",,42,,,,,,,,,
"MH08-XL-Purple",0,"Oslo Trek Hoodie-XL-Purple",,42,,,,,,,,,
"MH08-XL-Red",0,"Oslo Trek Hoodie-XL-Red",,42,,,,,,,,,
"MH08-XS-Brown",0,"Oslo Trek Hoodie-XS-Brown",,42,,,,,,,,,
"MH08-XS-Purple",0,"Oslo Trek Hoodie-XS-Purple",,42,,,,,,,,,
"MH08-XS-Red",0,"Oslo Trek Hoodie-XS-Red",,42,,,,,,,,,
"MH09-L-Blue",0,"Abominable Hoodie-L-Blue",,69,,,,,,,,,
"MH09-L-Green",0,"Abominable Hoodie-L-Green",,69,,,,,,,,,
"MH09-L-Red",0,"Abominable Hoodie-L-Red",,69,,,,,,,,,
"MH09-M-Blue",0,"Abominable Hoodie-M-Blue",,69,,,,,,,,,
"MH09-M-Green",0,"Abominable Hoodie-M-Green",,69,,,,,,,,,
"MH09-M-Red",0,"Abominable Hoodie-M-Red",,69,,,,,,,,,
"MH09-S-Blue",0,"Abominable Hoodie-S-Blue",,69,,,,,,,,,
"MH09-S-Green",0,"Abominable Hoodie-S-Green",,69,,,,,,,,,
"MH09-S-Red",0,"Abominable Hoodie-S-Red",,69,,,,,,,,,
"MH09-XL-Blue",0,"Abominable Hoodie-XL-Blue",,69,,,,,,,,,
"MH09-XL-Green",0,"Abominable Hoodie-XL-Green",,69,,,,,,,,,
"MH09-XL-Red",0,"Abominable Hoodie-XL-Red",,69,,,,,,,,,
"MH09-XS-Blue",0,"Abominable Hoodie-XS-Blue",,69,,,,,,,,,
"MH09-XS-Green",0,"Abominable Hoodie-XS-Green",,69,,,,,,,,,
"MH09-XS-Red",0,"Abominable Hoodie-XS-Red",,69,,,,,,,,,
"MH10-L-Black",0,"Mach Street Sweatshirt -L-Black",,62,,,,,,,,,
"MH10-L-Blue",0,"Mach Street Sweatshirt -L-Blue",,62,,,,,,,,,
"MH10-L-Red",0,"Mach Street Sweatshirt -L-Red",,62,,,,,,,,,
"MH10-M-Black",0,"Mach Street Sweatshirt -M-Black",,62,,,,,,,,,
"MH10-M-Blue",0,"Mach Street Sweatshirt -M-Blue",,62,,,,,,,,,
"MH10-M-Red",0,"Mach Street Sweatshirt -M-Red",,62,,,,,,,,,
"MH10-S-Black",0,"Mach Street Sweatshirt -S-Black",,62,,,,,,,,,
"MH10-S-Blue",0,"Mach Street Sweatshirt -S-Blue",,62,,,,,,,,,
"MH10-S-Red",0,"Mach Street Sweatshirt -S-Red",,62,,,,,,,,,
"MH10-XL-Black",0,"Mach Street Sweatshirt -XL-Black",,62,,,,,,,,,
"MH10-XL-Blue",0,"Mach Street Sweatshirt -XL-Blue",,62,,,,,,,,,
"MH10-XL-Red",0,"Mach Street Sweatshirt -XL-Red",,62,,,,,,,,,
"MH10-XS-Black",0,"Mach Street Sweatshirt -XS-Black",,62,,,,,,,,,
"MH10-XS-Blue",0,"Mach Street Sweatshirt -XS-Blue",,62,,,,,,,,,
"MH10-XS-Red",0,"Mach Street Sweatshirt -XS-Red",,62,,,,,,,,,
"MH11-L-Orange",0,"Grayson Crewneck Sweatshirt -L-Orange",,64,,,,,,,,,
"MH11-L-Red",0,"Grayson Crewneck Sweatshirt -L-Red",,64,,,,,,,,,
"MH11-L-White",0,"Grayson Crewneck Sweatshirt -L-White",,64,,,,,,,,,
"MH11-M-Orange",0,"Grayson Crewneck Sweatshirt -M-Orange",,64,,,,,,,,,
"MH11-M-Red",0,"Grayson Crewneck Sweatshirt -M-Red",,64,,,,,,,,,
"MH11-M-White",0,"Grayson Crewneck Sweatshirt -M-White",,64,,,,,,,,,
"MH11-S-Orange",0,"Grayson Crewneck Sweatshirt -S-Orange",,64,,,,,,,,,
"MH11-S-Red",0,"Grayson Crewneck Sweatshirt -S-Red",,64,,,,,,,,,
"MH11-S-White",0,"Grayson Crewneck Sweatshirt -S-White",,64,,,,,,,,,
"MH11-XL-Orange",0,"Grayson Crewneck Sweatshirt -XL-Orange",,64,,,,,,,,,
"MH11-XL-Red",0,"Grayson Crewneck Sweatshirt -XL-Red",,64,,,,,,,,,
"MH11-XL-White",0,"Grayson Crewneck Sweatshirt -XL-White",,64,,,,,,,,,
"MH11-XS-Orange",0,"Grayson Crewneck Sweatshirt -XS-Orange",,64,,,,,,,,,
"MH11-XS-Red",0,"Grayson Crewneck Sweatshirt -XS-Red",,64,,,,,,,,,
"MH11-XS-White",0,"Grayson Crewneck Sweatshirt -XS-White",,64,,,,,,,,,
"MH12-L-Blue",0,"Ajax Full-Zip Sweatshirt -L-Blue",,69,,,,,,,,,
"MH12-L-Green",0,"Ajax Full-Zip Sweatshirt -L-Green",,69,,,,,,,,,
"MH12-L-Red",0,"Ajax Full-Zip Sweatshirt -L-Red",,69,,,,,,,,,
"MH12-M-Blue",0,"Ajax Full-Zip Sweatshirt -M-Blue",,69,,,,,,,,,
"MH12-M-Green",0,"Ajax Full-Zip Sweatshirt -M-Green",,69,,,,,,,,,
"MH12-M-Red",0,"Ajax Full-Zip Sweatshirt -M-Red",,69,,,,,,,,,
"MH12-S-Blue",0,"Ajax Full-Zip Sweatshirt -S-Blue",,69,,,,,,,,,
"MH12-S-Green",0,"Ajax Full-Zip Sweatshirt -S-Green",,69,,,,,,,,,
"MH12-S-Red",0,"Ajax Full-Zip Sweatshirt -S-Red",,69,,,,,,,,,
"MH12-XL-Blue",0,"Ajax Full-Zip Sweatshirt -XL-Blue",,69,,,,,,,,,
"MH12-XL-Green",0,"Ajax Full-Zip Sweatshirt -XL-Green",,69,,,,,,,,,
"MH12-XL-Red",0,"Ajax Full-Zip Sweatshirt -XL-Red",,69,,,,,,,,,
"MH12-XS-Blue",0,"Ajax Full-Zip Sweatshirt -XS-Blue",,69,,,,,,,,,
"MH12-XS-Green",0,"Ajax Full-Zip Sweatshirt -XS-Green",,69,,,,,,,,,
"MH12-XS-Red",0,"Ajax Full-Zip Sweatshirt -XS-Red",,69,,,,,,,,,
"MH13-L-Blue",0,"Marco Lightweight Active Hoodie-L-Blue",,74,,,,,,,,,
"MH13-L-Green",0,"Marco Lightweight Active Hoodie-L-Green",,74,,,,,,,,,
"MH13-L-Lavender",0,"Marco Lightweight Active Hoodie-L-Lavender",,74,,,,,,,,,
"MH13-M-Blue",0,"Marco Lightweight Active Hoodie-M-Blue",,74,,,,,,,,,
"MH13-M-Green",0,"Marco Lightweight Active Hoodie-M-Green",,74,,,,,,,,,
"MH13-M-Lavender",0,"Marco Lightweight Active Hoodie-M-Lavender",,74,,,,,,,,,
"MH13-S-Blue",0,"Marco Lightweight Active Hoodie-S-Blue",,74,,,,,,,,,
"MH13-S-Green",0,"Marco Lightweight Active Hoodie-S-Green",,74,,,,,,,,,
"MH13-S-Lavender",0,"Marco Lightweight Active Hoodie-S-Lavender",,74,,,,,,,,,
"MH13-XL-Blue",0,"Marco Lightweight Active Hoodie-XL-Blue",,74,,,,,,,,,
"MH13-XL-Green",0,"Marco Lightweight Active Hoodie-XL-Green",,74,,,,,,,,,
"MH13-XL-Lavender",0,"Marco Lightweight Active Hoodie-XL-Lavender",,74,,,,,,,,,
"MH13-XS-Blue",0,"Marco Lightweight Active Hoodie-XS-Blue",,74,,,,,,,,,
"MH13-XS-Green",0,"Marco Lightweight Active Hoodie-XS-Green",,74,,,,,,,,,
"MH13-XS-Lavender",0,"Marco Lightweight Active Hoodie-XS-Lavender",,74,,,,,,,,,
"MJ01-L-Orange",0,"Beaumont Summit Kit-L-Orange",,42,,,,,,,,,
"MJ01-L-Red",0,"Beaumont Summit Kit-L-Red",,42,,,,,,,,,
"MJ01-L-Yellow",0,"Beaumont Summit Kit-L-Yellow",,42,,,,,,,,,
"MJ01-M-Orange",0,"Beaumont Summit Kit-M-Orange",,42,,,,,,,,,
"MJ01-M-Red",0,"Beaumont Summit Kit-M-Red",,42,,,,,,,,,
"MJ01-M-Yellow",0,"Beaumont Summit Kit-M-Yellow",,42,,,,,,,,,
"MJ01-S-Orange",0,"Beaumont Summit Kit-S-Orange",,42,,,,,,,,,
"MJ01-S-Red",0,"Beaumont Summit Kit-S-Red",,42,,,,,,,,,
"MJ01-S-Yellow",0,"Beaumont Summit Kit-S-Yellow",,42,,,,,,,,,
"MJ01-XL-Orange",0,"Beaumont Summit Kit-XL-Orange",,42,,,,,,,,,
"MJ01-XL-Red",0,"Beaumont Summit Kit-XL-Red",,42,,,,,,,,,
"MJ01-XL-Yellow",0,"Beaumont Summit Kit-XL-Yellow",,42,,,,,,,,,
"MJ01-XS-Orange",0,"Beaumont Summit Kit-XS-Orange",,42,,,,,,,,,
"MJ01-XS-Red",0,"Beaumont Summit Kit-XS-Red",,42,,,,,,,,,
"MJ01-XS-Yellow",0,"Beaumont Summit Kit-XS-Yellow",,42,,,,,,,,,
"MJ02-L-Green",0,"Hyperion Elements Jacket-L-Green",,51,,,,,,,,,
"MJ02-L-Orange",0,"Hyperion Elements Jacket-L-Orange",,51,,,,,,,,,
"MJ02-L-Red",0,"Hyperion Elements Jacket-L-Red",,51,,,,,,,,,
"MJ02-M-Green",0,"Hyperion Elements Jacket-M-Green",,51,,,,,,,,,
"MJ02-M-Orange",0,"Hyperion Elements Jacket-M-Orange",,51,,,,,,,,,
"MJ02-M-Red",0,"Hyperion Elements Jacket-M-Red",,51,,,,,,,,,
"MJ02-S-Green",0,"Hyperion Elements Jacket-S-Green",,51,,,,,,,,,
"MJ02-S-Orange",0,"Hyperion Elements Jacket-S-Orange",,51,,,,,,,,,
"MJ02-S-Red",0,"Hyperion Elements Jacket-S-Red",,51,,,,,,,,,
"MJ02-XL-Green",0,"Hyperion Elements Jacket-XL-Green",,51,,,,,,,,,
"MJ02-XL-Orange",0,"Hyperion Elements Jacket-XL-Orange",,51,,,,,,,,,
"MJ02-XL-Red",0,"Hyperion Elements Jacket-XL-Red",,51,,,,,,,,,
"MJ02-XS-Green",0,"Hyperion Elements Jacket-XS-Green",,51,,,,,,,,,
"MJ02-XS-Orange",0,"Hyperion Elements Jacket-XS-Orange",,51,,,,,,,,,
"MJ02-XS-Red",0,"Hyperion Elements Jacket-XS-Red",,51,,,,,,,,,
"MJ03-L-Black",0,"Montana Wind Jacket-L-Black",,49,,,,,,,,,
"MJ03-L-Green",0,"Montana Wind Jacket-L-Green",,49,,,,,,,,,
"MJ03-L-Red",0,"Montana Wind Jacket-L-Red",,49,,,,,,,,,
"MJ03-M-Black",0,"Montana Wind Jacket-M-Black",,49,,,,,,,,,
"MJ03-M-Green",0,"Montana Wind Jacket-M-Green",,49,,,,,,,,,
"MJ03-M-Red",0,"Montana Wind Jacket-M-Red",,49,,,,,,,,,
"MJ03-S-Black",0,"Montana Wind Jacket-S-Black",,49,,,,,,,,,
"MJ03-S-Green",0,"Montana Wind Jacket-S-Green",,49,,,,,,,,,
"MJ03-S-Red",0,"Montana Wind Jacket-S-Red",,49,,,,,,,,,
"MJ03-XL-Black",0,"Montana Wind Jacket-XL-Black",,49,,,,,,,,,
"MJ03-XL-Green",0,"Montana Wind Jacket-XL-Green",,49,,,,,,,,,
"MJ03-XL-Red",0,"Montana Wind Jacket-XL-Red",,49,,,,,,,,,
"MJ03-XS-Black",0,"Montana Wind Jacket-XS-Black",,49,,,,,,,,,
"MJ03-XS-Green",0,"Montana Wind Jacket-XS-Green",,49,,,,,,,,,
"MJ03-XS-Red",0,"Montana Wind Jacket-XS-Red",,49,,,,,,,,,
"MJ04-L-Black",0,"Kenobi Trail Jacket-L-Black",,47,,,,,,,,,
"MJ04-L-Blue",0,"Kenobi Trail Jacket-L-Blue",,47,,,,,,,,,
"MJ04-L-Purple",0,"Kenobi Trail Jacket-L-Purple",,47,,,,,,,,,
"MJ04-M-Black",0,"Kenobi Trail Jacket-M-Black",,47,,,,,,,,,
"MJ04-M-Blue",0,"Kenobi Trail Jacket-M-Blue",,47,,,,,,,,,
"MJ04-M-Purple",0,"Kenobi Trail Jacket-M-Purple",,47,,,,,,,,,
"MJ04-S-Black",0,"Kenobi Trail Jacket-S-Black",,47,,,,,,,,,
"MJ04-S-Blue",0,"Kenobi Trail Jacket-S-Blue",,47,,,,,,,,,
"MJ04-S-Purple",0,"Kenobi Trail Jacket-S-Purple",,47,,,,,,,,,
"MJ04-XL-Black",0,"Kenobi Trail Jacket-XL-Black",,47,,,,,,,,,
"MJ04-XL-Blue",0,"Kenobi Trail Jacket-XL-Blue",,47,,,,,,,,,
"MJ04-XL-Purple",0,"Kenobi Trail Jacket-XL-Purple",,47,,,,,,,,,
"MJ04-XS-Black",0,"Kenobi Trail Jacket-XS-Black",,47,,,,,,,,,
"MJ04-XS-Blue",0,"Kenobi Trail Jacket-XS-Blue",,47,,,,,,,,,
"MJ04-XS-Purple",0,"Kenobi Trail Jacket-XS-Purple",,47,,,,,,,,,
"MJ06-L-Blue",0,"Jupiter All-Weather Trainer -L-Blue",,56.99,,,,,,,,,
"MJ06-L-Green",0,"Jupiter All-Weather Trainer -L-Green",,56.99,,,,,,,,,
